movie_id,movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres,plot_keywords,num_critic_for_reviews,duration,director_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
1240,Stone Cold,Christian Alvart,Bradley Cooper,Callum Rennie,Isabelle Carre,Adventure|Drama|Romance|War,austrian|breasts|cholera|police|provence,25,84,21,2301777,819,714,2,36,R,650000,1997,170,6.5,,161
1241,Zulu,Craig R. Baxley,Brian Bosworth,Sam McMurray,Vanesa Tomasino,Horror|Mystery|Thriller,death|fear|hairy chest|social worker|spinning in chair,11,91,21,243347,553,2555,3,24,R,500000,2002,485,5.3,1.85,86
1242,Harold & Kumar Escape from Guantanamo Bay,Jerome Salle,Orlando Bloom,Tanya van Graan,Richard Gant,Action|Crime|Drama|Thriller,biker|biker gang|fbi|mississippi|undercover,120,123,277,105264608,239752,25697,0,406,R,60000000,1994,10000,7.6,1.85,11000
1243,Action Jackson,Jon Hurwitz,Danneel Ackles,Eric Winter,Conrad Kemp,Crime|Drama|Thriller,apartheid|corpse|male nudity|murder|police officer,62,100,277,11900000,11003,22006,0,148,R,30000000,1999,767,5.5,1.85,654
1244,The Witch,Craig R. Baxley,Bill Duke,Vanity,Beverly D'Angelo,Adventure|Comedy,bong|escape|ex girlfriend|guantanamo bay|texas,105,109,277,3517797,9004,2759,0,103,R,25000000,2002,378,6.6,1.85,287
1245,La otra conquista,Robert Eggers,Julian Richings,Kate Dickie,Carl Weathers,Action|Comedy|Crime|Thriller,murder|power|psychotronic|tough cop|union,44,133,277,11030963,24145,48482,2,93,R,28000000,1996,14000,7.1,1.85,0
1246,The Dead Girl,Salvador Carrasco,Elpidia Carrillo,Zaide Silvia Gutierrez,Ralph Ineson,Horror|Mystery,black magic|goat|isolation|naked woman|witch,90,102,277,10660147,17740,672,0,165,R,23000000,1999,261,7.2,1.85,0
1247,The Diary of a Teenage Girl,Karen Moncrieff,James Franco,Bruce Davison,Damian Delgado,Drama|History,1520s|aztec|indian|spanish colonization|spanish conquest,63,112,277,62549000,41361,2412,0,148,R,2300000,1992,530,7.3,2.35,0
1248,Beyond the Black Rainbow,Marielle Heller,Alexander Skarsgard,David Fine,Piper Laurie,Crime|Drama|Mystery,dead girl|girl|granddaughter|morgue|storage unit,291,113,22,56724080,172112,8398,7,181,R,50000000,2012,1000,6.7,1.85,39000
1249,Blue Car,Panos Cosmatos,Chris Gauthier,Marilyn Norry,Austin Lyon,Drama|Romance,1970s|mother's boyfriend|overalls|phone booth|sexual promiscuity,219,108,22,10326062,121432,14127,0,310,R,33000000,2009,2000,6.8,2.35,10000
1250,It's Complicated,Karen Moncrieff,Frances Fisher,Agnes Bruckner,Eva Bourne,Sci-Fi|Thriller,exploitation|four word title|hallucinogen|lynchian|telepathy,28,135,22,1877179,4885,1508,1,25,R,,1995,541,7.1,2.35,262
1251,The Hurricane,Nancy Meyers,Meryl Streep,Hunter Parrish,A.J. Buckley,Drama,contest|poetry|refusing to eat|starving oneself|teenage girl,167,109,22,13248477,60555,15790,1,174,R,27000000,2009,716,6.2,2.35,0
1252,The Statement,Norman Jewison,Denzel Washington,Vincent Pastore,Zoe Kazan,Comedy|Drama|Romance,affair|divorce|graduation|vomiting|watching television,27,88,22,9286314,4972,583,1,62,R,17000000,1991,132,5.9,1.85,0
1253,Frida,Norman Jewison,Charlotte Rampling,Colin Salmon,Deborah Kara Unger,Biography|Drama|Sport,african american|book|boxer|boxing|murder,69,110,22,,12817,5273,0,43,R,16000000,2013,170,6.7,2.35,0
1254,Town & Country,Julie Taymor,Salma Hayek,Roger Rees,John Neville,Drama|Thriller,eiffel tower|nazi|police|ritual|stew,153,102,22,38087366,113918,4065,2,165,R,12000000,2008,954,6.6,1.85,0
1255,The Last Shot,Peter Chelsom,Del Zamora,Warren Beatty,Valeria Golino,Biography|Drama|Romance,art|bisexual|marriage|pain|revolutionary,35,96,22,20257000,7569,5282,2,65,R,7000000,1988,841,5.2,1.85,978
1256,Harley Davidson and the Marlboro Man,Jeff Nathanson,Matthew Broderick,Glenn Morshower,Garry Shandling,Comedy|Romance,anniversary|architect|cellist|friend|hardware store,425,92,22,25138292,66483,1122,0,452,R,3500000,2015,191,6.8,1.66,43000
1257,Hands of Stone,Simon Wincer,Vanessa Williams,Tia Carrere,Tim Blake Nelson,Comedy,fbi|movie producer|sting operation|undercover|urination,39,106,22,886410,1024,222,0,494,R,3500000,1998,16,6.8,1.85,140
1258,Double Impact,Jonathan Jakubowicz,Robert De Niro,Jurnee Smollett-Bell,Don Johnson,Action|Crime|Drama|Thriller|Western,bar|biker|cowboy|drugs|marlboro,85,93,22,17311,12304,11860,0,73,R,,2006,505,6.7,1.85,799
1259,"The Goods: Live Hard, Sell Hard",Sheldon Lettich,Bolo Yeung,Alonna Shaw,Edgar Ramirez,Action|Biography|Drama|Sport,boxer|boxing|three word title,168,102,22,1477002,16645,11184,3,72,R,2000000,2015,1000,6.9,2.35,0
1260,Owning Mahowny,Neal Brennan,Rob Riggle,Noureen DeWulf,Kamel Krifa,Action|Crime,boat|hong kong|murder|tunnel|twins,97,110,22,56129,6555,645,1,82,R,1100000,2010,95,6.1,2.35,0
1261,Igby Goes Down,Richard Kwietniowski,Philip Seymour Hoffman,Minnie Driver,Charles Napier,Comedy,fourth of july|looking at one's self in a mirror|mirror|sex toy|young version of character,44,88,22,464126,3142,1641,0,68,R,1000000,2002,400,6.7,1.85,115
1262,Addicted,Burr Steers,Kieran Culkin,Rory Culkin,Maury Chaykin,Crime|Drama|Thriller,bank|bank fraud|bank manager|gambling|toronto,187,120,278,112703470,69860,15226,2,214,R,85000000,2009,2000,6.6,1.85,0
1263,The Perfect Match,Bille Woodruff,Boris Kodjoe,Cameron Mills,Bill Irwin,Comedy|Drama,boy|mistress|money|schizophrenic|school,65,146,278,50668906,76016,20516,0,265,R,38000000,1999,584,7.6,1.85,0
1264,The Forsaken,Bille Woodruff,Donald Faison,Brandy Norwood,Sharon Leal,Drama|Thriller,adultery|attraction|lust|obsession|temptation,54,120,278,763044,4257,3286,4,52,R,23000000,2003,766,6.2,1.85,188
1265,Next Day Air,J.S. Cardone,Brendan Fehr,Kerr Smith,Lauren London,Comedy|Romance,,128,123,278,25776062,61651,7072,0,271,R,12000000,2002,1000,7.4,1.85,0
1266,ZMD: Zombies of Mass Destruction,Benny Boom,Omari Hardwick,Donald Faison,Izabella Miko,Horror|Thriller,flashing breasts|hitchhiker|vampire|vampire hunter|virus,62,104,23,6712451,4102,3133,0,89,R,90000000,2001,631,4.4,1.85,53
1267,Underworld: Awakening,Kevin Hamedani,Russell Hodgkinson,Janette Armand,Mike Epps,Action|Comedy|Crime,cocaine|package|slow motion scene|topless female nudity|wrong address,42,93,23,463730,3789,5240,10,39,R,,2004,894,5.7,1.85,89
1268,London Has Fallen,Mans Marlind,Theo James,Stephen Rea,Kevin Hamedani,Comedy|Horror|Sci-Fi,cult|homosexual|island|survival horror|zombie,30,98,23,7434726,14473,3671,2,81,R,23000000,1991,1000,6,1.85,0
1269,Sanctum,Babak Najafi,Gerard Butler,Radha Mitchell,Sandrine Holt,Action|Fantasy|Horror,battle|cryogenics|detective|scientist|vampire,,105,23,,178,27425,0,1,R,20000000,2016,2000,7.2,,0
1270,Don't Be Afraid of the Dark,Alister Grierson,Ioan Gruffudd,Rhys Wakefield,Julian Kostov,Action|Crime|Drama|Thriller,british|funeral|good versus evil|mole|sequel,40,110,23,30102717,28736,874,2,72,R,15000000,1991,67,5.5,1.85,0
1271,Our Kind of Traitor,Troy Nixey,Bailee Madison,Alan Dale,Richard Roxburgh,Adventure|Drama|Thriller,cave|expedition|panic|rebreather|underwater,83,89,23,15102127,17790,3973,5,59,R,,2009,700,5.8,1.85,0
1272,Bad Moms,Susanna White,Radivoje Bukvic,Pawel Szajda,Jack Thompson,Fantasy|Horror|Thriller,basement|creature|disappearance|interior designer|mansion,82,104,23,1011054,10585,23513,1,83,R,10000000,2003,893,7.2,2.35,0
1273,21 & Over,Jon Lucas,Mila Kunis,Jay Hernandez,Grigoriy Dobrygin,Thriller,based on novel|male frontal nudity|male nudity|male rear nudity,136,99,23,4681503,29058,2478,1,238,R,9000000,2002,710,7,2.35,838
1274,Imaginary Heroes,Jon Lucas,Justin Chon,Josie Loren,Jada Pinkett Smith,Comedy,lesbian kiss|mom|pta|reference to mad max|scene during end credits,9,106,23,17382982,5975,2840,0,33,R,5000000,2014,694,5.2,1.85,0
1275,Partition,Dan Harris,Kip Pardue,Ryan Donowho,Sarah Wright,Comedy,21st birthday|college student|drunken man|pubic hair|standing up to father,12,96,23,9658370,1180,3552,6,9,R,5000000,2016,509,4.5,,740
1276,Deadfall,Vic Sarin,Jimi Mistry,Jesse Moss,Larry Fessenden,Comedy|Drama,cat|christmas song|lawn mowing|leave of absence|medication,56,90,23,6755271,7319,3004,4,131,R,5000000,2001,591,5.3,1.85,327
1277,Paranormal Activity 3,Stefan Ruzowitzky,Charlie Hunnam,Olivia Wilde,John Light,Drama|Romance,india|love|muslim|pakistan|sikh,49,84,23,10017041,8265,4815,3,20,R,3000000,2009,927,5.9,1.85,545
1278,Paranormal Activity 4,Henry Joost,Johanna Braddy,Sprague Grayden,Sissy Spacek,Crime|Drama|Thriller,police officer|police officer killed|police officer shot|sex scene,64,89,23,,3650,292,0,39,R,500000,2009,37,5.1,1.85,0
1279,Mommie Dearest,Henry Joost,Matt Shively,Brendon Eggertsen,Christopher Nicholas Smith,Horror,animate object|imaginary friend|reference to macgyver|whispering|woman wearing only a man's shirt,242,88,24,62321039,117096,5861,1,271,R,70000000,2012,327,6.4,2.35,24000
1280,Love Stinks,Frank Perry,Faye Dunaway,Xander Berkeley,Alisha Boe,Horror,boy in a bathtub|demon|laptop computer|pulled underwater|walking in the dark,225,99,24,62401264,69484,20276,3,323,R,60000000,2016,992,5.9,2.35,28000
1281,Halloween III: Season of the Witch,Jeff Franklin,Ivana Milicevic,Tyra Banks,Diana Scarwid,Biography|Drama,abusive mother|adopted daughter|borderline personality disorder|perfection|sadistic cruelty,244,108,24,23070045,47003,3892,0,215,R,30000000,2011,942,5.9,1.85,11000
1282,Anatomy,Tommy Lee Wallace,Tom Atkins,Dan O'Herlihy,Bridgette Wilson-Sampras,Comedy,black comedy|marriage|marriage proposal|not taking no for an answer|obsessive woman,298,99,24,24042490,40776,3744,1,250,R,25000000,2010,441,5.6,1.85,10000
1283,Aliens vs. Predator: Requiem,Stefan Ruzowitzky,Benno Furmann,Rudiger Vogler,Nancy Kyes,Horror|Mystery|Sci-Fi,doctor|factory|halloween|holiday horror|stonehenge,134,108,24,3108216,2587,540,2,21,R,,2016,104,6.4,2.35,0
1284,Assault on Precinct 13,Colin Strause,Sam Trammell,Johnny Lewis,Sebastian Blomberg,Horror|Thriller,dissection|male pubic hair|medical school|medical student|train,81,100,24,55461307,4654,18786,9,46,R,20000000,2016,1000,6.7,,18000
1285,Quinceanera,Jean-Francois Richet,Brian Dennehy,Drea de Matteo,Ian Whyte,Action|Horror|Sci-Fi|Thriller,alien|escape|hunting|hybrid|predator,168,93,24,25675765,60407,2730,0,84,R,13000000,2013,528,5.9,2.35,11000
1286,Compliance,Richard Glatzer,Emily Rios,Jesse Garcia,Hugh Dillon,Action|Crime|Drama|Thriller,criminal|mobster|new year's eve|police|sergeant,73,111,24,228524,8708,768,2,56,R,4000000,2004,181,7.3,2.35,345
1287,Malevolence,Craig Zobel,Dreama Walker,Matt Servitto,Alicia Sixtos,Drama,15th birthday|birthday|gay|party|security guard,17,116,24,,2223,428,2,27,R,10000000,2007,136,7,2.35,746
1288,House of Sand and Fog,Stevan Mena,R. Brandon Johnson,Stevan Mena,James McCaffrey,Biography|Crime|Drama|Thriller,authority|boss subordinate relationship|fast food restaurant|gullibility|telephone call,162,95,24,65804,32512,27575,1,86,R,12000000,2012,10000,6.3,2.35,0
1289,The Craft,Vadim Perelman,Frances Fisher,Kim Dickens,Richard Glover,Crime|Horror|Mystery|Thriller,abandoned house|bank|robber|swing|witness,251,94,24,104007828,76828,2371,0,314,R,5000000,2011,438,5.8,1.85,24000
1290,The Life Before Her Eyes,Andrew Fleming,Christine Taylor,Rachel True,Ron Eldard,Drama,auction|home|house|iranian|marriage,248,96,24,53884821,51204,799,0,247,R,5000000,2012,119,4.6,1.85,26000
1291,Welcome to the Rileys,Vadim Perelman,Eva Amurri Martino,Lynn Cohen,Brenda Strong,Drama|Fantasy|Horror|Thriller,coven|occult|outcast|spell|witch,74,129,24,,10564,2014,1,161,R,5000000,1981,485,6.7,1.85,0
1292,Hamlet 2,Jake Scott,Kristen Stewart,Ally Sheedy,Brett Cullen,Drama|Mystery|Thriller,best friend|nonlinear timeline|school shooting|self sacrifice|shooting,45,94,24,2800000,4377,2662,3,85,R,4000000,1999,625,5.8,1.85,309
1293,Woman on Top,Andrew Fleming,Steve Coogan,Amy Poehler,Kerry Cahill,Drama,businessman|prostitute|street|stripper|travel,162,98,24,14400000,28589,684,0,532,R,2500000,1982,128,4.6,2.35,0
1294,Anomalisa,Fina Torres,Harold Perrineau,John de Lancie,David Arquette,Comedy|Music,gang banger|sequel|shakespeare's hamlet|student|time machine,62,103,24,5725,10220,163,0,110,R,8400000,2000,10,6.1,2.35,560
1295,Chain Letter,Duke Johnson,Jennifer Jason Leigh,Tom Noonan,Mark Feuerstein,Comedy|Fantasy|Romance,cross dresser|food|friend|motion sickness|restaurant,211,102,25,41797066,92789,4324,0,998,R,40000000,2007,741,4.7,2.35,0
1296,Mutual Appreciation,Deon Taylor,Matt Cohen,Betsy Russell,David Thewlis,Animation|Comedy|Drama|Romance,full frontal male nudity|hotel room|multiple characters voiced by same person|one night stand|sex in hotel room,152,109,25,19976073,65979,3148,1,220,R,20000000,2005,739,6.3,2.35,999
1297,Cotton Comes to Harlem,Andrew Bujalski,Andrew Bujalski,Kate Dollenmayer,Noah Segan,Horror|Thriller,blood splatter|chain|murder|mysterious killer|warning,69,90,25,1689999,3675,771,1,48,R,400000,2006,200,7.1,2.35,426
1298,The Ruins,Ossie Davis,Redd Foxx,Cleavon Little,Justin Rice,Comedy,friendship|guitarist|mumblecore|musician|new york,286,90,25,318622,24668,1734,0,175,R,270000,2012,260,6.4,2.35,0
1299,Arbitrage,Carter Smith,Laura Ramsey,Jonathan Tucker,Calvin Lockhart,Action|Comedy,black cop|chase|cotton|four word title|new york city,60,90,25,,2413,206,0,112,R,200000,2003,25,5.1,1.33,198
1300,Halloween 4: The Return of Michael Myers,Nicholas Jarecki,Nate Parker,Curtiss Cook,Sergio Calderon,Horror,bow and arrow|group of friends|horse|rifle|ruins,158,126,26,13005485,56665,2282,0,469,R,15000000,2003,624,7.6,1.85,0
1301,Tucker and Dale vs Evil,Dwight H. Little,Donald Pleasence,Kathleen Kinmont,Reg E. Cathey,Drama|Thriller,accidental death|dead woman|dead woman with eyes open|death of mistress|manager,93,101,26,24881000,57140,1812,0,195,R,15000000,1996,328,6.2,1.85,6000
1302,Fort McCoy,Eli Craig,Katrina Bowden,Tyler Labine,Ellie Cornell,Horror|Thriller,halloween|michael myers|murder|niece|october,78,90,26,303439,12125,2073,2,78,R,8000000,2007,474,6.4,2.35,1000
1303,The Wraith,Kate Connor,Johnny Pacar,Eric Stoltz,Chelan Simmons,Comedy|Horror,cabin|chainsaw|college kid|hillbilly|vacation,112,110,26,152857,19979,18236,3,56,R,,2010,793,7,1.85,0
1304,Duets,Mike Marvin,Clint Howard,Randy Quaid,Brendan Fehr,Drama|History|War,,129,92,26,4881867,15200,3767,1,76,R,9000000,2008,1000,6.4,1.85,1000
1305,Halloween: Resurrection,Bruce Paltrow,Lochlyn Munro,Marian Seldes,Nick Cassavetes,Action|Horror|Romance|Sci-Fi|Thriller,arizona|death|gang|police|sheriff,72,92,26,5018450,8546,2687,0,86,R,8000000,2000,905,5.3,2.35,859
1306,Love Jones,Rick Rosenthal,Jamie Lee Curtis,Thomas Ian Nicholas,Huey Lewis,Comedy|Drama|Music,convict|karaoke|middle america|salesman|singer,328,90,26,3442820,31489,1442,0,140,R,8000000,2015,442,7.3,2.35,0
1307,A Nightmare on Elm Street 2: Freddy's Revenge,Theodore Witcher,Leonard Roberts,Nia Long,Bianca Kajlich,Comedy|Horror|Thriller,cult film|halloween|killer|michael myers|serial killer,63,88,26,143000,4122,1495,0,48,R,5000000,2009,298,4.1,2.35,0
1308,River's Edge,Jack Sholder,Clu Gulager,Robert Rusler,Larenz Tate,Drama|Romance,african american|cult film|ex boyfriend|middle class|sex,52,109,26,,1578,38,0,23,R,,2005,6,6.9,1.66,91
1309,L!fe Happens,Tim Hunter,Keanu Reeves,Daniel Roebuck,Marshall Bell,Fantasy|Horror,freddy krueger|gay|gay subtext|homoeroticism|jock strap,30,97,282,,1172,1581,1,27,R,1200000,1970,434,6.6,1.85,477
1310,Money Train,Kat Coiro,Justin Kirk,Geoff Stults,Ione Skye,Crime|Drama,death|friend|high school|murder|police,233,93,27,17427926,60062,1749,0,351,R,8000000,2008,664,5.9,2.35,0
1311,The Glimmer Man,Joseph Ruben,Vincent Pastore,Robert Blake,Kristen Johnston,Comedy,friendship|los angeles california|one night stand|roommate|single mother,288,107,27,7918283,41574,2440,1,145,R,12000000,2012,591,6.6,1.85,0
1312,"I Love You, Man",John Gray,Alexa PenaVega,Bob Gunton,Aida Turturro,Action|Comedy|Crime|Drama|Thriller,bare breasts|breast|loan shark|subway|train,144,88,27,17768000,29629,1136,0,374,R,5000000,1988,120,5.9,1.85,0
1313,Strange Wilderness,John Hamburg,J.K. Simmons,Jon Favreau,Keenen Ivory Wayans,Action|Comedy|Crime|Drama|Thriller,detective|heavy rain|murder|partner|serial killer,324,89,27,223615,127842,2958,1,200,R,,2010,779,7.6,2.35,49000
1314,Soul Plane,Fred Wolf,Kevin Alejandro,Ashley Scott,Jane Curtin,Comedy|Romance,bromance|friend|gay brother|homosexual subtext|wedding,8,100,27,73678,266,4374,1,8,R,3000000,2011,902,5.9,,348
1315,The Last House on the Left,Jessy Terrero,Mo'Nique,Snoop Dogg,Jeff Garlin,Adventure|Comedy,bigfoot|critically bashed|ecuador|friend|tv show,70,93,28,3500000,10082,2319,2,100,R,2700000,1986,695,5.9,1.85,0
1316,Excessive Force,Dennis Iliadis,Tony Goldwyn,Monica Potter,Tom Arnold,Comedy,airline|airplane|bathroom|sex|toilet,65,112,28,4734235,8217,1227,0,123,R,15000000,2000,403,6,1.85,573
1317,Misconduct,Jon Hess,Burt Young,Ian Gomez,Martha MacIsaac,Crime|Horror|Thriller,kidnapping|lake|microwave oven|psychopath|woods,151,94,28,30259652,26905,5440,5,614,R,15000000,2002,864,4.1,2.35,0
1318,Sliding Doors,Shintaro Shimosawa,Al Pacino,Anthony Hopkins,Thomas Ian Griffith,Action,exercise bicycle|face in food|police|police brutality|policeman,16,104,28,12514138,2801,3871,0,28,R,10000000,1997,826,7.4,1.85,1000
1319,The Good Heart,Peter Howitt,Jeanne Tripplehorn,Kevin McNally,Glen Powell,Drama|Thriller,black panties|lust|sexual attraction|voyeur|voyeurism,138,87,28,30000000,43485,1472,0,327,R,2200000,1985,359,5.4,1.85,0
1320,Safe Men,Dagur Kari,Alice Olivia Clarke,Susan Blommaert,John Lynch,Comedy|Drama|Fantasy|Romance,alternative reality|multiple outcomes|parallel time|serendipity|twist of fate,45,99,28,4600000,11763,19649,2,111,R,1900000,1986,1000,7.1,1.85,0
1321,Step Brothers,John Hamburg,Harvey Fierstein,Michael Lerner,Stephen Henderson,Drama,bar|bartender|death|heart attack|mentor protege relationship,18,100,28,20186,6025,2924,8,15,R,930000,2011,756,5.7,2.35,995
1322,The Big Short,Adam McKay,Will Ferrell,Adam Scott,Josh Pais,Comedy|Crime,gangster|organized crime|robbery|rosh hashanah|safecracking,40,105,29,35324232,32224,1132,1,62,R,68000000,1995,220,5.6,2.35,617
1323,A Time to Kill,Adam McKay,Ryan Gosling,Christian Bale,Andrea Savage,Comedy,dream|friendship|karaoke|love|slacker,39,91,29,20400913,15455,3855,1,80,R,45000000,1996,461,5.3,1.85,451
1324,8MM,Joel Schumacher,Kevin Spacey,Matthew McConaughey,Charlie Talbert,Biography|Comedy|Drama|History,bank|banking|finance|fraud|mortgage,215,105,29,71347010,166194,28928,2,215,R,40000000,2009,4000,7.1,1.85,0
1325,The Number 23,Joel Schumacher,Nicolas Cage,Chris Bauer,Oliver Platt,Crime|Drama|Thriller,african american|court|law|mississippi|trial,58,87,29,6563357,18571,4218,4,120,R,20000000,2008,794,5.3,2.35,847
1326,Flawless,Joel Schumacher,Logan Lerman,Virginia Madsen,Anthony Heald,Mystery|Thriller,investigation|obsession|private eye|private investigator|snuff film,75,92,29,13922211,18271,3935,9,150,R,16000000,2004,881,4.4,1.85,0
1327,Flatliners,Joel Schumacher,Robert De Niro,Philip Seymour Hoffman,Ed Lauter,Mystery|Thriller,destiny|detective|imagination|murder|sex scene,241,114,29,32721635,67822,3861,0,279,R,15000000,2009,878,6.6,1.85,0
1328,Veronica Guerin,Joel Schumacher,Julia Roberts,Oliver Platt,Chris Bauer,Comedy|Crime|Drama,gay interest|gay lead character|gay republican|homosexual|neighbor,19,87,29,1200000,922,1139,1,23,R,3000000,1993,155,5.1,1.85,107
1329,Phone Booth,Joel Schumacher,Brenda Fricker,David Murray,Hope Davis,Drama|Horror|Sci-Fi|Thriller,childhood trauma|death|medical student|memory|near death experience,38,106,29,,6935,27660,3,50,R,11000000,2016,12000,5.3,2.35,0
1330,The Lost Boys,Joel Schumacher,Radha Mitchell,John Enos III,Gerard McSorley,Biography|Crime|Drama|Thriller,criminal|drug lord|gunshot|irish|journalist,88,99,29,11883495,52805,1462,1,278,R,9000000,1998,427,6.8,1.85,0
1331,The Wild Bunch,Joel Schumacher,Dianne Wiest,Jami Gertz,Richard T. Jones,Crime|Thriller,phone booth|publicist|single set production|sniper|sniper rifle,61,99,29,19959,3579,298,2,14,R,3800000,2009,64,6.9,2.35,0
1332,Pat Garrett & Billy the Kid,Sam Peckinpah,William Holden,Warren Oates,Jason Patric,Comedy|Fantasy|Horror,1980s|california|death|small town|vampire,33,88,29,21210,2735,1141,0,52,R,1000000,1998,230,6.1,1.85,157
1333,The Ballad of Cable Hogue,Sam Peckinpah,James Coburn,Bob Dylan,L.Q. Jones,Action|Adventure|Western,friendship|honor|righteous rage|soldier|texas,241,114,29,32721635,67824,3861,0,279,R,15000000,2009,878,6.6,1.85,0
1334,Blood and Wine,Sam Peckinpah,Slim Pickens,Jason Robards,Jason Robards,Biography|Drama|Romance|Western,bare breasts|flogging|human branding|man slaps a woman|manhunt,173,106,285,100468793,212499,11264,2,277,R,65000000,2008,3000,6.9,2.35,0
1335,Escobar: Paradise Lost,Bob Rafelson,Harold Perrineau,Mike Starr,L.Q. Jones,Comedy|Drama|Romance|Western,desert|partner|prostitute|stagecoach|water,426,130,285,70235322,182983,57308,4,374,R,28000000,2015,23000,7.8,2.35,99000
1336,Fur: An Imaginary Portrait of Diane Arbus,Andrea Di Stefano,Josh Hutcherson,Brady Corbet,Judy Davis,Crime|Drama|Thriller,diamond|necklace|safecracker|wine|wine dealer,71,149,541,108706165,99558,31349,3,236,R,40000000,1996,11000,7.4,2.35,0
1337,The Postman Always Rings Twice,Steven Shainberg,Robert Downey Jr.,Ty Burrell,Carlos Bardem,Crime|Drama|Romance|Thriller,colombia|dream|love|surfer|village,138,123,541,36283504,104564,12970,1,587,R,40000000,1999,638,6.5,2.35,0
1338,Brooklyn Rules,Bob Rafelson,Anjelica Huston,Michael Lerner,Matt Servitto,Biography|Drama|Romance,character name in title|diane arbus|male full frontal nudity|photographer|pubic hair,224,98,541,35063732,164608,10938,1,383,R,32000000,2007,912,6.4,2.35,10000
1339,Outside Providence,Michael Corrente,Jerry Ferrara,Tony Devon,John Colicos,Crime|Drama|Romance|Thriller,adultery|drifter|lunch wagon|murder|neo noir,78,112,541,4485485,14612,46022,1,105,R,15000000,1999,22000,6.4,1.85,0
1340,The Extra Man,Michael Corrente,Jonathan Brandis,George Wendt,Alexa Havins,Crime|Drama,1980s|friend|friendship|loyalty|mafia,49,115,541,61490000,62037,10493,5,148,R,26000000,1990,1000,6.6,2.35,0
1341,Secretary,Shari Springer Berman,Lynn Cohen,Marian Seldes,Shawn Hatosy,Comedy|Drama|Romance,class|cornwall connecticut|dog|friend|pawtucket rhode island,106,98,541,1569918,16234,409,1,113,R,17000000,2003,96,6.9,2.35,0
1342,American Splendor,Steven Shainberg,Jeremy Davies,Stephen McHattie,Dan Hedaya,Comedy,co worker|escort|magazine|teacher|writer,216,81,541,46563158,207934,2562,0,629,R,13000000,2002,465,7.1,2.35,0
1343,Murderball,Shari Springer Berman,Josh Hutcherson,James Urbaniak,Lesley Ann Warren,Comedy|Drama|Romance,bdsm|employer employee relationship|hospital|mental hospital|secretary,147,97,541,32222567,92924,4458,3,339,R,,1987,847,7.2,2.35,19000
1344,Striptease,Henry Alex Rubin,Mark Zupan,Joe Bishop,Daniel Tay,Biography|Comedy|Drama,1980s|comic book|dark horse comics|reference to david letterman|robert crumb,147,144,541,,63192,2379,1,287,R,6244087,1969,288,8,2.35,0
1345,The Warlords,Andrew Bergman,Demi Moore,Rumer Willis,Andy Cohn,Documentary|Sport,paralympics|quad rugby|rugby|team|wheelchair,54,106,541,,13467,2409,0,106,R,4638783,1973,476,7.4,2.35,0
1346,Isn't She Great,Peter Ho-Sun Chan,Jet Li,Takeshi Kaneshiro,Paul Guilfoyle,Comedy|Crime|Drama|Thriller,bouncer|breasts|congressman|private dancer|stripper,31,121,541,,6350,1970,2,62,R,3716946,1970,372,7.3,1.85,357
1347,Unfinished Business,Andrew Bergman,Stockard Channing,Nathan Lane,Andy Lau,Action|Drama|History|Romance|War,assassination|blood brother|dynasty|general|stabbing a woman,42,101,30,1075288,7772,2228,3,55,R,22000000,1996,854,6.1,1.85,145
1348,Formula 51,Ken Scott,Tom Wilkinson,June Diane Raphael,John Larroquette,Biography|Comedy|Romance,autistic son|cancer|female protagonist|new york city|son,106,120,30,106869,13762,14492,1,39,R,17000000,2014,287,6.6,,0
1349,Freddy vs. Jason,Ronny Yu,Meat Loaf,Junix Inocian,Melissa McMeekin,Comedy,business trip|company|glory hole|male frontal nudity|male nudity,105,122,30,220914,13239,25173,2,97,R,16800000,2006,3000,6.5,1.85,0
1350,Bride of Chucky,Ronny Yu,Katharine Isabelle,Jason Ritter,Paul Barber,Action|Comedy|Crime|Thriller,american in the uk|drug lord|drugs|gangster|organized crime,34,122,30,,16764,1456,0,48,R,12000000,1981,230,6.6,1.85,1000
1351,Take Me Home Tonight,Ronny Yu,Alexis Arquette,Park Bench,Zack Ward,Action|Horror|Thriller,elm street|freddy krueger|jason voorhees|serial killer|slasher,41,99,30,398420,5049,1234,3,48,R,8000000,2007,257,6.4,2.35,226
1352,Deuce Bigalow: Male Gigolo,Michael Dowse,Topher Grace,Michael Biehn,Vince Corazza,Comedy|Fantasy|Horror|Romance,blood|doll|gore|murder|serial killer,72,96,30,7292175,7736,2018,3,100,R,7000000,1999,412,6.4,1.85,0
1353,Book of Shadows: Blair Witch 2,Mike Mitchell,Amy Poehler,Eddie Griffin,Dan Fogler,Comedy|Drama|Romance,friend|night|party|sex scene|sister,104,108,30,453079,4124,2029,4,29,R,7000000,2010,403,5.9,2.35,916
1354,Bon Cop Bad Cop,Joe Berlinger,Kim Director,Erica Leerhsen,Bree Turner,Comedy|Romance,aquarium|fish|fish tank|gigolo|norwegian,163,104,30,4046737,67949,2251,1,390,R,4000000,2002,413,7.1,1.85,15000
